source,model,status,calculator_model,reason
App catalog,Redtiger T700 RVM,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Redtiger VS10 4G LTE,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Redtiger F3,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Rove R2-4K Dual Pro,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Rove R2-4K Dual,Included,Rove R2-4K Dual,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
App catalog,Rove R2-4K Pro,Included,Rove R2-4K Pro,Available setups: front. Coverage does not imply every menu setting or setup.
App catalog,Rove R3,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,GoPro MISSION 1,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro MISSION 1 PRO,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro MISSION 1 PRO ILS,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro MISSION 1 PRO Grip Edition,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro MISSION 1 PRO Creator Edition,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro MISSION 1 PRO Ultimate Creator Edition,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro HERO13 Black,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro HERO13 Black Creator Edition,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro HERO13 Black Ultra Wide Edition,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro HERO12 Black,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro HERO11 Black,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro HERO11 Black Mini,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro HERO10 Black,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro HERO9 Black,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro HERO8 Black,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro HERO7 Black,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro HERO6 Black,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro HERO5 Black,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro HERO4 Black,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro HERO4 Silver,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro LIT HERO,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro HERO,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro MAX2,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro MAX,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,GoPro Fusion,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,Wolfbox G900 Pro,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Wolfbox G900,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Wolfbox G900 TriPro,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Wolfbox G900 TriPro Bumper,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Wolfbox G900 TriPro Cabin,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Wolfbox G850 Pro,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Wolfbox G850,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Wolfbox G840S,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Wolfbox G840H,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Wolfbox G840H Mini,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Wolfbox G930,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Wolfbox G910,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Wolfbox G890,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Wolfbox G880,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Wolfbox T10,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Wolfbox X5,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Wolfbox i07,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Wolfbox G700,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Cansonic UltraDash Z4 Standard,Included,Cansonic UltraDash Z4 Standard Edition,"Available setups: front, front-rear, front-telephoto, front-telephoto-rear. Coverage does not imply every menu setting or setup."
App catalog,Cansonic UltraDash Z4 Commercial,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Cansonic UltraDash Z3+ Standard,Included,Cansonic UltraDash Z3+ Standard Edition,"Available setups: front, front-rear, front-telephoto, front-rear-telephoto. Coverage does not imply every menu setting or setup."
App catalog,Cansonic UltraDash Z3+ Commercial,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,FineVu GX4K,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,FineVu GX1000,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Nextbase Piqo,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Nextbase iQ,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Nextbase 622GW,Included,Nextbase 622GW,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
App catalog,Garmin Dash Cam X310,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Garmin Dash Cam Mini 3,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Momento M8 Max,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Momento M7,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Rexing V55,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Rexing R4,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Escort MAXcam 360c,Missing: profile lacks driving rates,,Profile has recognition/configuration facts but no usable driving bitrate or recording-time figure. Needs measured driving files or a published duration/bitrate.
App catalog,Escort M2,Included,Escort M2,Available setups: front. Coverage does not imply every menu setting or setup.
App catalog,Escort M1,Included,Escort M1,Available setups: front. Coverage does not imply every menu setting or setup.
App catalog,Sony A7 III,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
App catalog,Cobra SC 400D,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Cobra SC 250R,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Cobra Road Scout,Included,Cobra Road Scout,Available setups: front. Coverage does not imply every menu setting or setup.
App catalog,Nexar Beam2 Pro,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Nexar Beam2,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Pelsee P12 Pro Max,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Pelsee P1 Duo,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Miofive S1 Ultra,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Miofive S1 Pro,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Miofive S1 E,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Miofive S1,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Miofive MF02,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Miofive Mini 2,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,iiwey N9,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,iiwey N5 Pro,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Coolcrazy N8 Pro,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Pruveeo D90-4CH-RGW,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Pruveeo RD316,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Terunsoul D016 4K+4K,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Terunsoul 4K 3-Channel,Missing: catalog-only or variant,,No matching maintained recording-rate profile in this audit. Requires rate evidence and release/variant verification before calculator inclusion. Not an assertion that manufacturer data does not exist.
App catalog,Botslab G980H,Included,Botslab G980H,Recovered complete-file driving storage evidence from original submissions or archived recordings. Only measured configuration is selectable.
Maintained profile,70mai M310,Included,70mai M310,Available setups: front. Coverage does not imply every menu setting or setup.
Maintained profile,70mai T800,Included,70mai T800,Available setups: front-rear-interior. Coverage does not imply every menu setting or setup.
Maintained profile,70mai 4K Omni X800,Included,70mai 4K Omni X800,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,BlackVue DR770X Box,Included,Blackvue DR770X Box,"Available setups: front, front-rear, front-interior, front-rear-interior. Coverage does not imply every menu setting or setup."
Maintained profile,BlackVue DR970X Box-2CH Plus,Included,Blackvue DR970X Box Plus,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,BlackVue DR970X LTE Plus,Included,Blackvue DR970X LTE Plus,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,BlackVue DR970X Plus,Included,Blackvue DR970X Plus,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,BlackVue Elite 10,Included,Blackvue Elite 10,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,BlackVue Elite 8,Included,Blackvue Elite 8,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,BlackVue Elite 9,Included,Blackvue Elite 9,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,Botslab G980H,Included,Botslab G980H,Recovered complete-file driving storage evidence from original submissions or archived recordings. Only measured configuration is selectable.
Maintained profile,Cansonic UltraDash Z3+ Standard Edition,Included,Cansonic UltraDash Z3+ Standard Edition,"Available setups: front, front-rear, front-telephoto, front-rear-telephoto. Coverage does not imply every menu setting or setup."
Maintained profile,Cansonic UltraDash Z4 Standard Edition,Included,Cansonic UltraDash Z4 Standard Edition,"Available setups: front, front-rear, front-telephoto, front-telephoto-rear. Coverage does not imply every menu setting or setup."
Maintained profile,Cobra Road Scout,Included,Cobra Road Scout,Available setups: front. Coverage does not imply every menu setting or setup.
Maintained profile,DJI Mini 3 Pro,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
Maintained profile,DJI RC,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
Maintained profile,Escort M1,Included,Escort M1,Available setups: front. Coverage does not imply every menu setting or setup.
Maintained profile,Escort M2,Included,Escort M2,Available setups: front. Coverage does not imply every menu setting or setup.
Maintained profile,Escort MAXcam 360c,Missing: profile lacks driving rates,,Profile has recognition/configuration facts but no usable driving bitrate or recording-time figure. Needs measured driving files or a published duration/bitrate.
Maintained profile,GoPro HERO / MAX Camera,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
Maintained profile,GoPro HERO9 Black,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
Maintained profile,BlackVue DR650S-2CH,Included,Blackvue DR650S-2CH,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,BlackVue DR750S-2CH,Included,Blackvue DR750S-2CH,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,BlackVue DR750X-2CH Plus,Included,Blackvue DR750X Plus,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,BlackVue DR900S-2CH,Included,Blackvue DR900S-2CH,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,Rove R2-4K Dual,Included,Rove R2-4K Dual,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,Rove R2-4K,Missing: parking-only rates,,"Maintained profile has only parking measurements, not driving rates."
Maintained profile,Thinkware F800 Pro,Included,Thinkware F800 Pro,Available setups: front. Coverage does not imply every menu setting or setup.
Maintained profile,Thinkware FA200,Included,Thinkware FA200,Recovered complete-file driving storage evidence from original submissions or archived recordings. Only measured configuration is selectable.
Maintained profile,Thinkware Q800 Pro,Included,Thinkware Q800 Pro,Available setups: front. Coverage does not imply every menu setting or setup.
Maintained profile,VIOFO A119 Mini,Included,Viofo A119 Mini,Available setups: front. Coverage does not imply every menu setting or setup.
Maintained profile,VIOFO A119 v3,Included,Viofo A119 v3,Available setups: front. Coverage does not imply every menu setting or setup.
Maintained profile,VIOFO A139,Included,Viofo A139,"Available setups: front, front-rear, front-interior, front-rear-interior. Coverage does not imply every menu setting or setup."
Maintained profile,Nextbase 622GW,Included,Nextbase 622GW,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,Ottocast OttoSafe Cam,Included,Ottocast OttoSafe Cam,Recovered complete-file driving storage evidence from original submissions or archived recordings. Only measured configuration is selectable.
Maintained profile,Rove R2-4K Pro,Included,Rove R2-4K Pro,Available setups: front. Coverage does not imply every menu setting or setup.
Maintained profile,Sony A7 III,Outside dashcam scope,,"Action, drone or interchangeable-lens camera."
Maintained profile,Tesla TeslaCam,Missing: profile lacks driving rates,,Profile has recognition/configuration facts but no usable driving bitrate or recording-time figure. Needs measured driving files or a published duration/bitrate.
Maintained profile,Thinkware ARC 700,Missing: profile lacks driving rates,,Profile has recognition/configuration facts but no usable driving bitrate or recording-time figure. Needs measured driving files or a published duration/bitrate.
Maintained profile,Thinkware ARC 800,Included,Thinkware ARC 800,Recovered complete-file driving storage evidence from original submissions or archived recordings. Only measured configuration is selectable.
Maintained profile,Thinkware ARC 900,Missing: profile lacks driving rates,,Profile has recognition/configuration facts but no usable driving bitrate or recording-time figure. Needs measured driving files or a published duration/bitrate.
Maintained profile,Thinkware U1000 Plus,Included,Thinkware U1000 Plus,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,Thinkware U1000,Included,Thinkware U1000,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,Thinkware U3000 Pro,Included,Thinkware U3000 Pro,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,Thinkware U3000,Included,Thinkware U3000,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,Vantrue E1 Pro,Included,Vantrue E1 Pro,Available setups: front. Coverage does not imply every menu setting or setup.
Maintained profile,Vantrue E360,Included,Vantrue E360,"Available setups: panoramic_front, panoramic_front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,Vantrue N4 Pro S,Included,Vantrue N4 Pro S,"Available setups: front, front-rear, front-interior, front-rear-interior. Coverage does not imply every menu setting or setup."
Maintained profile,Vantrue N4 S,Included,Vantrue N4 S,"Available setups: front, front-rear, front-interior, front-rear-interior. Coverage does not imply every menu setting or setup."
Maintained profile,Vantrue N4,Included,Vantrue N4,"Available setups: front, front-rear, front-interior, front-rear-interior. Coverage does not imply every menu setting or setup."
Maintained profile,Vantrue N5,Included,Vantrue N5,Available setups: front-interior_front-interior_rear-rear. Coverage does not imply every menu setting or setup.
Maintained profile,VIOFO A119 Mini 2,Included,Viofo A119 Mini 2,Available setups: front. Coverage does not imply every menu setting or setup.
Maintained profile,VIOFO A119M Pro,Included,Viofo A119M Pro,Available setups: front. Coverage does not imply every menu setting or setup.
Maintained profile,VIOFO A129 Duo,Included,Viofo A129 Duo,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,VIOFO A129 Plus Duo,Included,Viofo A129 Plus Duo,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,VIOFO A129 Pro,Included,Viofo A129 Pro,"Available setups: front, front-rear. Coverage does not imply every menu setting or setup."
Maintained profile,VIOFO A139 Pro,Included,Viofo A139 Pro,"Available setups: front, front-rear, front-interior, front-rear-interior. Coverage does not imply every menu setting or setup."
Maintained profile,VIOFO A229 Plus,Included,Viofo A229 Plus,"Available setups: front, front-rear, front-rear-interior. Coverage does not imply every menu setting or setup."
Maintained profile,VIOFO A229 Pro,Included,Viofo A229 Pro,"Available setups: front, front-rear, front-rear-interior. Coverage does not imply every menu setting or setup."
Maintained profile,VIOFO A229 Ultra,Included,Viofo A229 Ultra,"Available setups: front, front-rear, front-rear-interior. Coverage does not imply every menu setting or setup."
Maintained profile,VIOFO A329S,Included,Viofo A329S,"Available setups: front, front-rear, front-interior, front-rear-interior. Coverage does not imply every menu setting or setup."
Maintained profile,VIOFO A329T,Included,Viofo A329T,"Available setups: front, front-rear, front-telephoto, front-rear-telephoto. Coverage does not imply every menu setting or setup."
Maintained profile,VIOFO T130,Included,Viofo T130,"Available setups: front, front-rear, front-interior, front-rear-interior. Coverage does not imply every menu setting or setup."
Maintained profile,VIOFO VS1,Included,Viofo VS1,Available setups: front. Coverage does not imply every menu setting or setup.
Maintained profile,VIOFO WM1,Included,Viofo WM1,Available setups: front. Coverage does not imply every menu setting or setup.
Maintained profile,Vueroid H1,Excluded: unreleased,,H1 excluded at the site owner’s instruction.
Maintained profile,Vueroid S1 4K Infinite,Included,Vueroid S1 4K Infinite,"Available setups: front, front-rear, front-interior, front-rear-interior. Coverage does not imply every menu setting or setup."
Maintained profile,Vueroid S1 QHD Infinite,Included,Vueroid S1 QHD Infinite,"Available setups: front, front-rear, front-rear-interior. Coverage does not imply every menu setting or setup."
Calculator additional model,Blackvue DR750-2CH LTE,Included,Blackvue DR750-2CH LTE,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Blackvue DR970X LTE,Included,Blackvue DR970X LTE,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Blueskysea B4K,Included,Blueskysea B4K,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Cobra SC 200D,Included,Cobra SC 200D,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Dod LS500W,Included,Dod LS500W,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Dod RC500S,Included,Dod RC500S,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Kdlinks X1,Included,Kdlinks X1,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Papago GoSafe 200,Included,Papago GoSafe 200,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Papago GoSafe 760,Included,Papago GoSafe 760,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Roav C1 Pro,Included,Roav C1 Pro,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Street Guardian SG9665GC,Included,Street Guardian SG9665GC,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Taotronics TT-CD06,Included,Taotronics TT-CD06,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Vantrue OnDash R2,Included,Vantrue OnDash R2,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Vicovation Opia1,Included,Vicovation Opia1,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Viofo A119,Included,Viofo A119,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Viofo A119 Mini,Included,Viofo A119 Mini,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Viofo A119 Pro,Included,Viofo A119 Pro,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Viofo A119s,Included,Viofo A119s,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Viofo A139,Included,Viofo A139,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Viofo A229,Included,Viofo A229,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
Calculator additional model,Viofo A329,Included,Viofo A329,Measured/manufacturer-backed entry beyond the app catalog’s exact model rows.
